Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Scaling,Save
Thunder Wave,Electric,STR DEX ,1 action,10,Instantaneous,60ft,You send a wave of electric energy that surrounds a creature in range. The target must make a CON save against your Move DC or become paralyzed.,Missing,CON
Thunder,Electric,STR DEX ,1 action,5,Instantaneous,Self (20ft radius),Powerful electric energy arcs out from you_ hitting any creature in a 20 foot radius_ centered on you. Creatures caught in the area must make a DEX save against your Move DC_ taking electric damage on a fail_ and half as much on a success. Creatures that fail the saving throw by 5 or more become paralyzed. Creatures in range that are in flight or in the invulnerable stage of Fly or Bounce take double damage from this move.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 6d6 at level 10_ and 7d8 at level 17.,DEX
Thunderbolt,Electric,STR DEX ,1 action,10,Instantaneous,60ft,You send a powerful bolt of electricity at a target in range. Make a ranged attack roll_ doing electric damage on a hit. On a natural attack roll of 19 or 20_ the target is paralyzed.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,Missing
Tickle,Normal,DEX ,1 bonus action,10,Instantaneous,Melee,You turn your melee attack into a playful tickle. As a bonus action at the end of a turn in which you used a melee attack_ force a creature to make a CON saving throw against your Move DC. On a failure_ the target flinches.,Missing,CON
Topsy-Turvy,Dark,WIS ,1 action,10,Instantaneous,30ft,You unleash a dark energy that has the power to reverse the stat changes of a creature. Force a creature in range to make a CHA save against your Move DC. On a failure_ any stat changes currently affecting the target have the opposite effect.,Missing,CHA
Torment,Dark,DEX WIS ,1 reaction,3,Instantaneous,30ft,You send a dark energy to torment a creature in range that attacks you. When hit by a melee or ranged attack_ force the target to make a WIS saving throw against your Move DC. On a failure_ the target cannot use the same move that hit you on its next turn.,Missing,WIS
Toxic Spikes,Poison,CON DEX ,1 reaction,3,Instantaneous,50ft,You quickly summon a trap of poisonous spikes around a creature that enters the battle. When a creature is switched into battle_ you may use your reaction to force a creature to make a CON save against your Move DC_ becoming poisoned on a failure.,Missing,CON
Toxic Thread,Poison,DEX ,1 action,15,Instantaneous,60ft,You fire a collection of poisonous threads at a creature in range.Â Make a ranged attack roll against a target_ covering them with threads on a hit.Â So long as the threads make contact with the target_ the target is poisoned and its speed is reduced by 10.Â This move is stackable to any amount however the poison effect does not affect the target more than once. If this reduction in speed causes their speed to be 0_ the target is restrained. The target may use an action to remove the threads from its body_ healing the poisoned status.,Missing,Missing
Toxic,Poison,CON ,1 action,5,Instantaneous,30ft,You send a downpour of potent_ poisonous rain in a 5 foot radius_ centered on a point within range. Targets in the area must make a CON save against your MOVE DC or become poisoned. Creatures poisoned by this move take double the normal poison damage.,Missing,CON
Transform,Normal,Missing,1 action,5,1 minute_ Concentration,50ft,You attempt to morph into a near-exact copy of a creature in range. The base SR of the target must be able to be controlled by your trainer or the move fails. For the duration_ you copy the target's type_ ability scores_ skills_ speeds_ senses_ abilities_ and current moves. You retain your own feats_ level_ and HP (Changed CON does not impact your HP).,Missing,Missing
Tri Attack,Normal,STR DEX ,1 action,5,Instantaneous,Self (30ft cone),You strike with a simultaneous three-beam attack. Each creature in a 30 foot cone_ centered on you_ must make a DEX save against your Move DC_ taking normal damage on a fail_ and half as much on a success. Targets that fail the save by 5 or more must roll a d4_ gaining the status condition as follows: 1. The target becomes burned. 2. The target becomes frozen. 3. The target becomes paralyzed. 4. Must reroll until any number other than 4 appears.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,DEX
Trick Room,Psychic,Missing,1 action,3,Instantaneous,Self,The world around you seems to spin for a moment_ and the whole battlefield is hit with a bizarre feeling. Starting at the beginning of the next round of combat after you activate this move_ the initiative order is permanently reversed.,Missing,Missing
Trick-or-Treat,Ghost,WIS CHA ,1 action,5,3 rounds,30ft,You attempt to scare the spirit right out of a creature in range. Force a creature in range to make a CHA save against your Move DC. On a failure_ its type is changed to Ghost through their next three turns in battle.,Missing,CHA
Trick,Psychic,WIS ,1 action,5,Instantaneous,Melee,You move quickly to attempt to swap held items with a creature. Make a melee attack roll against a creature_ swapping held items with them on a hit.,Missing,Missing
Triple Kick,Fighting,STR DEX ,1 action,5,Instantaneous,Melee,You strike out with three consecutive kicks. Make three melee attack rolls in order_ doing fighting damage on each hit. As soon as one attack misses_ the move is over.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d8 at level 10_ and 2d6 at level 17.,Missing
Trop Kick,Grass,STR DEX ,1 action,10,Instantaneous,Melee,You attempt to land an intense kick of tropical origins on the target. Make a melee attack_ dealing grass damage on a hit. On a natural role of 16 or more_ the target adds -1 to any attack it makes for the remainder of combat. This modifier can be stacked up to a maximum of -3.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Trump Card,Normal,STR DEX ,1 action,5,Instantaneous,30ft,You strike out with a blast of energy that increases in strength the more it is used. Make a ranged attack on a creature_ dealing normal damage on a hit. Increase the damage by your Move modifier for each PP that has been expended for the move_ before the move was activated. Using a restorative to regain PP resets the damage for this attack.,Higher Levels: The damage dice roll for this move changes to 1d8 at level 5_ 2d6 at level 10_ and 4d6 at level 17.,Missing
Twineedle,Bug,DEX ,1 action,5,Instantaneous,40ft,You fire two sharp projectiles at a creature in range. They do not have to target the same creature. Make two ranged attack rolls_ dealing bug damage on each hit. If the natural roll of either attack is a 19 or 20_ the target is poisoned.,Higher Levels: The damage dice roll for this move changes to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,Missing
Twister,Dragon,STR DEX ,1 action,10,Instantaneous,80ft,You send a gust of swirling wind that tears through a creature. Make a ranged attack on a creature_ doing dragon damage on a hit. If the natural attack roll is 16 or higher_ the target flinches.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
U-Turn,Bug,DEX ,1 action,3,Instantaneous,Melee,You lash out with a quick strike before you make a getaway. Make a melee attack_ dealing bug damage on a hit. After this move is activated_ a trainer must switch out the user as a free action.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Uproar,Normal,STR DEX ,1 action,5,3 Rounds_ Concentration,Self (30ft radius),You cause an uproar on the battlefield in a 60 foot circle_ centered on you_ for three rounds of combat. During the uproar_ your action is spent continuing the move (without spending PP)_ and any creature in range wakes and is prevented from falling asleep. (This include creatures that would purposefully fall asleep using moves like Rest) In addition_ creatures in the area at the start of their turns must make a CON save against your Move DC_ taking normal damage on a fail_ or half as much on a success.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,CON
V-Create,Fire,STR DEX ,1 action,10,Instantaneous,Melee,Your forehead burns like hot coals as you slam your head into a creature. Make a melee attack roll_ dealing fire damage on a hit. After activating this move_ your AC decreases by 2 until the beginning of your next turn.,Higher Levels: The damage dice roll for this move changes to 6d6 at level 5_ 8d6 at level 10_ and 7d12 at level 17.,Missing
Vacuum Wave,Fighting,DEX ,1 bonus action,20,Instantaneous,25ft,You whirl your fists with a fast attack that pushes a quick burst of wind at a creature in range. Make a ranged attack on a creature_ dealing fighting damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d10 at level 10_ and 1d12 at level 17.,Missing
Venom Drench,Poison,DEX CON ,1 action,10,Instantaneous,20ft,You drench a creature with an odd_ poisonous liquid. Force a creature to make a CON save against your Move DC_ becoming poisoned on a failure. If the target is already poisoned_ this move automatically hits_ causing the creature to now take double the base poison damage at the end of each of its turns.,Missing,CON
Venoshock,Poison,DEX CON ,1 action,5,Instantaneous,15ft,You attempt to drench a creature in poisonous liquid. Make a ranged attack on a creature_ dealing poison damage on a hit. If the target is already poisoned_ double the dice roll for the damage,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 2d12 at level 10_ and 3d10 at level 17.,Missing
Vice Grip,Normal,STR ,1 action,15,Instantaneous,Melee,You crush a creature with a forceful_ gripping attack. Make a melee attack_ doing normal damage on a hit_ grappling the target. On each successive turn_ if the creature is still grappled_ you may use this move again (as an action) and automatically hit. A creature may attempt to excape the grapple at the beginning of its turns with a STR save against your Move DC.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,STR
Vine Whip,Grass,STR DEX ,1 action,15,Instantaneous,Melee (15ft reach),You extend a sharp vine to whip the target with. This vine can strike anything within 15 feet of you. Make a melee attack roll_ doing grass damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
